shift_id,staff_id,staff_type,department_id,shift_date,shift_type,hours_worked
SHF-551195,EMP-638060,Employee,DEP-020,2026-02-25,Night,12.0
SHF-551256,NUR-385611,Nurse,DEP-004,2025-12-22,Afternoon,8.0
SHF-551316,NUR-880291,Nurse,DEP-016,2023-04-12,Afternoon,10.0
SHF-551326,DOC-788079,Doctor,DEP-013,2026-02-20,Afternoon,12.0
SHF-551364,NUR-254662,Nurse,DEP-019,2025-07-30,Night,12.0
SHF-551386,NUR-370499,Nurse,DEP-009,2024-06-28,Afternoon,10.0
SHF-551419,DOC-271396,Doctor,DEP-006,2026-05-18,Night,10.0
SHF-551441,NUR-247020,Nurse,DEP-004,2026-02-26,Afternoon,10.0
SHF-551442,NUR-197654,Nurse,DEP-020,2023-12-04,Night,10.0
SHF-551479,DOC-280772,Doctor,DEP-005,2023-09-13,Morning,12.0
SHF-551557,EMP-133852,Employee,DEP-003,2025-04-20,Afternoon,8.0
SHF-551618,NUR-192918,Nurse,DEP-014,2024-12-29,Morning,10.0
SHF-551640,NUR-397950,Nurse,DEP-013,2023-09-07,Afternoon,8.0
SHF-551669,NUR-523745,Nurse,DEP-017,2025-05-20,Afternoon,10.0
SHF-551682,NUR-549510,Nurse,DEP-009,2024-09-24,Afternoon,8.0
SHF-551703,NUR-756244,Nurse,DEP-020,2026-02-10,Morning,8.0
SHF-551721,NUR-445043,Nurse,DEP-005,2023-12-25,Afternoon,10.0
SHF-551738,DOC-361746,Doctor,DEP-010,2023-09-06,Morning,8.0
SHF-551756,NUR-952982,Nurse,DEP-017,2023-07-28,Morning,8.0
SHF-551774,NUR-442391,Nurse,DEP-012,2026-06-23,Afternoon,12.0
SHF-551796,NUR-791715,Nurse,DEP-004,2024-03-13,Morning,8.0
SHF-551807,NUR-234449,Nurse,DEP-020,2024-11-20,Night,8.0
SHF-551845,EMP-387700,Employee,DEP-016,2025-08-12,Morning,12.0
SHF-551851,EMP-569845,Employee,DEP-019,2023-06-10,Morning,8.0
SHF-551897,EMP-258416,Employee,DEP-018,2024-07-29,Afternoon,12.0
SHF-551963,EMP-786109,Employee,DEP-010,2024-07-10,Afternoon,12.0
SHF-551964,NUR-542447,Nurse,DEP-017,2023-11-14,Morning,8.0
SHF-552026,DOC-223493,Doctor,DEP-004,2024-08-03,Night,8.0
SHF-552031,NUR-399708,Nurse,DEP-015,2026-04-02,Afternoon,10.0
SHF-552082,NUR-793510,Nurse,DEP-002,2024-03-23,Morning,8.0
SHF-552085,NUR-568489,Nurse,DEP-003,2025-12-29,Night,8.0
SHF-552103,NUR-203074,Nurse,DEP-016,2024-03-01,Morning,10.0
SHF-552186,EMP-938106,Employee,DEP-016,2025-10-03,Afternoon,12.0
SHF-552216,NUR-484834,Nurse,DEP-004,2024-09-11,Afternoon,8.0
SHF-552277,NUR-593378,Nurse,DEP-003,2024-12-08,Night,10.0
SHF-552337,NUR-352602,Nurse,DEP-012,2023-01-10,Night,10.0
SHF-552368,NUR-665659,Nurse,DEP-004,2024-10-12,Morning,12.0
SHF-552374,EMP-913318,Employee,DEP-011,2024-08-23,Morning,10.0
SHF-552404,NUR-772432,Nurse,DEP-009,2024-09-22,Morning,10.0
SHF-552417,NUR-812145,Nurse,DEP-008,2023-08-21,Night,10.0
SHF-552433,EMP-442533,Employee,DEP-013,2023-06-01,Morning,8.0
SHF-552452,DOC-505495,Doctor,DEP-013,2024-10-15,Morning,10.0
SHF-552469,DOC-478074,Doctor,DEP-015,2025-09-19,Night,8.0
SHF-552484,NUR-452589,Nurse,DEP-017,2024-05-24,Morning,10.0
SHF-552530,NUR-318513,Nurse,DEP-002,2025-12-15,Afternoon,10.0
SHF-552658,NUR-573563,Nurse,DEP-006,2026-01-20,Night,10.0
SHF-552720,EMP-308080,Employee,DEP-018,2026-07-29,Afternoon,12.0
SHF-552747,EMP-460138,Employee,DEP-012,2023-07-05,Night,12.0
SHF-552796,NUR-667769,Nurse,DEP-017,2023-10-27,Night,12.0
SHF-552821,NUR-385611,Nurse,DEP-005,2024-06-19,Afternoon,10.0
SHF-552871,NUR-119391,Nurse,DEP-015,2024-09-18,Afternoon,10.0
SHF-552899,NUR-249839,Nurse,DEP-002,2023-06-19,Night,8.0
SHF-552906,EMP-733613,Employee,DEP-017,2026-04-13,Morning,8.0
SHF-552921,EMP-443680,Employee,DEP-003,2024-06-30,Afternoon,12.0
SHF-552929,EMP-160302,Employee,DEP-015,2025-01-09,Night,10.0
SHF-552958,NUR-842178,Nurse,DEP-020,2025-03-28,Morning,10.0
SHF-553002,DOC-502444,Doctor,DEP-006,2025-09-10,Night,10.0
SHF-553003,DOC-922780,Doctor,DEP-015,2023-05-16,Morning,10.0
SHF-553005,DOC-758506,Doctor,DEP-002,2023-12-21,Morning,12.0
SHF-553022,NUR-802875,Nurse,DEP-011,2025-09-22,Morning,12.0
SHF-553067,DOC-286207,Doctor,DEP-012,2025-06-06,Night,12.0
SHF-553109,DOC-737215,Doctor,DEP-013,2025-02-19,Night,8.0
SHF-553189,NUR-946069,Nurse,DEP-015,2025-12-15,Night,12.0
SHF-553239,DOC-904526,Doctor,DEP-013,2024-05-23,Afternoon,12.0
SHF-553272,NUR-580611,Nurse,DEP-017,2024-06-22,Night,12.0
SHF-553404,NUR-748052,Nurse,DEP-014,2023-06-09,Afternoon,8.0
SHF-553426,DOC-901267,Doctor,DEP-019,2023-07-11,Night,10.0
SHF-553446,EMP-435571,Employee,DEP-006,2024-09-22,Night,8.0
SHF-553475,NUR-449038,Nurse,DEP-019,2025-01-11,Afternoon,8.0
SHF-553509,NUR-759538,Nurse,DEP-009,2024-10-22,Afternoon,8.0
SHF-553587,DOC-244017,Doctor,DEP-002,2024-09-14,Morning,12.0
SHF-553590,DOC-686660,Doctor,DEP-018,2025-01-31,Afternoon,10.0
SHF-553606,DOC-456403,Doctor,DEP-008,2024-11-20,Night,10.0
SHF-553666,NUR-580611,Nurse,DEP-017,2025-04-13,Night,12.0
SHF-553713,EMP-320547,Employee,DEP-014,2023-10-15,Afternoon,8.0
SHF-553751,EMP-303125,Employee,DEP-001,2024-01-07,Afternoon,8.0
SHF-553880,EMP-902129,Employee,DEP-007,2023-04-18,Afternoon,8.0
SHF-553885,NUR-810514,Nurse,DEP-006,2026-06-26,Afternoon,8.0
SHF-553934,EMP-749479,Employee,DEP-020,2024-05-27,Afternoon,12.0
SHF-553944,EMP-104890,Employee,DEP-008,2025-10-07,Night,10.0
SHF-553950,EMP-434251,Employee,DEP-015,2026-01-05,Night,12.0
SHF-553954,NUR-327022,Nurse,DEP-002,2025-04-03,Night,10.0
SHF-554057,NUR-232061,Nurse,DEP-009,2024-03-09,Afternoon,10.0
SHF-554080,NUR-754145,Nurse,DEP-010,2023-05-19,Afternoon,8.0
SHF-554106,NUR-405126,Nurse,DEP-011,2025-06-07,Morning,8.0
SHF-554334,EMP-555741,Employee,DEP-017,2025-12-13,Morning,10.0
SHF-554411,EMP-663342,Employee,DEP-014,2024-05-23,Morning,12.0
SHF-554412,NUR-668055,Nurse,DEP-018,2024-01-10,Morning,12.0
SHF-554457,EMP-783179,Employee,DEP-011,2025-01-28,Afternoon,12.0
SHF-554492,NUR-812145,Nurse,DEP-001,2025-05-24,Night,8.0
SHF-554529,NUR-935751,Nurse,DEP-010,2024-01-16,Afternoon,10.0
SHF-554579,EMP-740427,Employee,DEP-005,2023-01-10,Afternoon,12.0
SHF-554653,EMP-711032,Employee,DEP-006,2025-12-06,Morning,10.0
SHF-554670,DOC-862765,Doctor,DEP-017,2024-09-29,Morning,8.0
SHF-554674,NUR-709452,Nurse,DEP-019,2023-01-09,Morning,8.0
SHF-554791,NUR-477085,Nurse,DEP-017,2025-07-16,Night,8.0
SHF-554969,EMP-982035,Employee,DEP-014,2024-05-25,Afternoon,10.0
SHF-554996,NUR-154284,Nurse,DEP-014,2025-03-17,Morning,8.0
SHF-555013,NUR-182633,Nurse,DEP-011,2025-02-21,Night,12.0
SHF-555014,NUR-862202,Nurse,DEP-008,2024-03-10,Morning,8.0
SHF-555022,EMP-400399,Employee,DEP-007,2024-06-30,Morning,10.0
SHF-555036,EMP-190193,Employee,DEP-002,2025-02-13,Afternoon,10.0
SHF-555066,EMP-519754,Employee,DEP-018,2023-11-27,Night,12.0
SHF-555067,EMP-400399,Employee,DEP-003,2026-02-27,Afternoon,10.0
SHF-555073,EMP-355677,Employee,DEP-002,2023-08-23,Afternoon,8.0
SHF-555094,NUR-130394,Nurse,DEP-007,2026-03-22,Morning,12.0
SHF-555150,NUR-109273,Nurse,DEP-017,2024-03-05,Night,8.0
SHF-555190,EMP-272202,Employee,DEP-011,2026-04-07,Afternoon,8.0
SHF-555299,NUR-139790,Nurse,DEP-001,2025-11-14,Night,8.0
SHF-555310,NUR-245995,Nurse,DEP-005,2025-08-25,Night,12.0
SHF-555365,NUR-276081,Nurse,DEP-016,2025-06-06,Afternoon,12.0
SHF-555396,NUR-793670,Nurse,DEP-011,2025-07-08,Afternoon,12.0
SHF-555443,NUR-901032,Nurse,DEP-006,2024-12-28,Night,12.0
SHF-555472,NUR-943577,Nurse,DEP-013,2025-10-28,Afternoon,12.0
SHF-555504,NUR-925601,Nurse,DEP-003,2023-12-07,Afternoon,10.0
SHF-555535,NUR-237858,Nurse,DEP-006,2024-02-06,Afternoon,12.0
SHF-555567,NUR-539494,Nurse,DEP-009,2024-05-02,Morning,10.0
SHF-555615,EMP-681414,Employee,DEP-004,2024-09-06,Morning,12.0
SHF-555782,EMP-922964,Employee,DEP-018,2024-12-22,Morning,8.0
SHF-555784,NUR-312641,Nurse,DEP-008,2023-11-06,Afternoon,10.0
SHF-555849,EMP-749479,Employee,DEP-007,2025-10-15,Morning,10.0
SHF-555910,NUR-733677,Nurse,DEP-007,2025-04-04,Afternoon,8.0
SHF-555941,EMP-854801,Employee,DEP-014,2025-06-12,Morning,8.0
SHF-555951,NUR-803908,Nurse,DEP-013,2026-04-28,Night,10.0
SHF-556023,NUR-470815,Nurse,DEP-003,2026-03-08,Morning,8.0
SHF-556052,EMP-102977,Employee,DEP-015,2025-05-29,Night,12.0
SHF-556078,NUR-337588,Nurse,DEP-012,2026-06-25,Morning,12.0
SHF-556132,NUR-801377,Nurse,DEP-008,2024-10-08,Night,10.0
SHF-556217,DOC-837909,Doctor,DEP-017,2025-04-13,Afternoon,8.0
SHF-556261,NUR-272074,Nurse,DEP-012,2023-10-12,Morning,12.0
SHF-556298,NUR-386449,Nurse,DEP-005,2023-06-01,Night,8.0
SHF-556371,NUR-365142,Nurse,DEP-013,2024-11-01,Night,10.0
SHF-556406,DOC-473598,Doctor,DEP-018,2023-10-26,Afternoon,12.0
SHF-556445,NUR-421334,Nurse,DEP-007,2024-04-09,Afternoon,12.0
SHF-556567,NUR-911397,Nurse,DEP-020,2025-06-12,Morning,8.0
SHF-556768,DOC-647995,Doctor,DEP-012,2024-10-05,Night,10.0
SHF-556816,EMP-709441,Employee,DEP-018,2024-09-24,Afternoon,10.0
SHF-556832,NUR-472868,Nurse,DEP-018,2023-05-21,Afternoon,10.0
SHF-556917,NUR-901032,Nurse,DEP-004,2023-04-17,Afternoon,10.0
SHF-556929,EMP-496140,Employee,DEP-013,2023-08-22,Afternoon,12.0
SHF-556999,EMP-997874,Employee,DEP-009,2026-02-27,Morning,8.0
SHF-557004,NUR-479353,Nurse,DEP-018,2026-05-30,Afternoon,8.0
SHF-557017,NUR-113356,Nurse,DEP-019,2025-07-21,Morning,10.0
SHF-557078,EMP-467104,Employee,DEP-018,2024-03-10,Night,8.0
SHF-557117,EMP-312157,Employee,DEP-001,2025-02-09,Morning,8.0
SHF-557125,NUR-772807,Nurse,DEP-009,2024-09-10,Morning,8.0
SHF-557227,NUR-603037,Nurse,DEP-002,2025-10-08,Morning,10.0
SHF-557242,NUR-702044,Nurse,DEP-004,2025-01-25,Night,10.0
SHF-557332,NUR-633532,Nurse,DEP-001,2025-12-27,Night,8.0
SHF-557346,NUR-597244,Nurse,DEP-010,2024-02-13,Morning,12.0
SHF-557392,EMP-388892,Employee,DEP-011,2023-07-31,Morning,10.0
SHF-557405,EMP-459359,Employee,DEP-017,2024-11-14,Night,12.0
SHF-557558,DOC-799041,Doctor,DEP-005,2024-04-03,Afternoon,12.0
SHF-557579,NUR-831239,Nurse,DEP-011,2025-12-28,Night,10.0
SHF-557640,NUR-903237,Nurse,DEP-014,2025-08-11,Morning,12.0
SHF-557648,NUR-290245,Nurse,DEP-011,2026-02-05,Afternoon,12.0
SHF-557691,EMP-238860,Employee,DEP-008,2026-01-23,Afternoon,8.0
SHF-557700,NUR-160947,Nurse,DEP-017,2025-07-24,Morning,8.0
SHF-557737,DOC-754432,Doctor,DEP-006,2023-01-26,Morning,8.0
SHF-557749,NUR-980913,Nurse,DEP-019,2024-03-06,Night,12.0
SHF-557797,NUR-289009,Nurse,DEP-010,2025-11-26,Afternoon,8.0
SHF-557841,NUR-920863,Nurse,DEP-006,2024-10-06,Afternoon,8.0
SHF-557880,DOC-254510,Doctor,DEP-005,2023-04-03,Morning,8.0
SHF-557907,NUR-606100,Nurse,DEP-019,2023-03-02,Night,10.0
SHF-557926,DOC-923881,Doctor,DEP-002,2026-02-02,Afternoon,10.0
SHF-557996,NUR-968257,Nurse,DEP-020,2023-05-04,Morning,12.0
SHF-558013,NUR-746213,Nurse,DEP-006,2025-08-22,Night,12.0
SHF-558023,NUR-926624,Nurse,DEP-014,2026-02-06,Night,8.0
SHF-558237,DOC-779773,Doctor,DEP-009,2023-02-17,Afternoon,12.0
SHF-558269,DOC-360923,Doctor,DEP-001,2024-10-09,Night,12.0
SHF-558274,NUR-478225,Nurse,DEP-009,2023-04-20,Night,10.0
SHF-558284,NUR-384799,Nurse,DEP-002,2023-04-14,Night,12.0
SHF-558340,NUR-797930,Nurse,DEP-012,2024-05-29,Night,10.0
SHF-558402,EMP-692750,Employee,DEP-010,2024-04-28,Night,10.0
SHF-558421,NUR-765623,Nurse,DEP-005,2023-03-23,Night,8.0
SHF-558445,EMP-428574,Employee,DEP-011,2024-02-05,Morning,8.0
SHF-558483,DOC-715187,Doctor,DEP-017,2026-05-15,Morning,8.0
SHF-558542,NUR-207415,Nurse,DEP-016,2024-05-13,Morning,10.0
SHF-558546,NUR-708690,Nurse,DEP-014,2025-09-03,Afternoon,8.0
SHF-558548,EMP-885992,Employee,DEP-019,2024-09-05,Afternoon,12.0
SHF-558585,DOC-394591,Doctor,DEP-008,2023-10-22,Afternoon,10.0
SHF-558586,EMP-587901,Employee,DEP-003,2025-09-26,Morning,8.0
SHF-558664,EMP-428574,Employee,DEP-004,2023-08-20,Morning,12.0
SHF-558711,EMP-348023,Employee,DEP-020,2023-12-01,Night,10.0
SHF-558741,NUR-363054,Nurse,DEP-015,2023-10-13,Morning,12.0
SHF-558782,NUR-919772,Nurse,DEP-019,2023-05-14,Night,8.0
SHF-558851,NUR-108707,Nurse,DEP-019,2024-04-09,Afternoon,8.0
SHF-558860,NUR-871418,Nurse,DEP-014,2024-03-15,Night,8.0
SHF-558895,NUR-139790,Nurse,DEP-015,2023-02-22,Afternoon,12.0
SHF-558909,DOC-231613,Doctor,DEP-013,2024-12-30,Night,8.0
SHF-558922,EMP-362195,Employee,DEP-005,2025-02-14,Afternoon,8.0
SHF-558937,NUR-781151,Nurse,DEP-017,2024-07-08,Afternoon,12.0
SHF-558952,NUR-202925,Nurse,DEP-001,2025-07-29,Afternoon,8.0
SHF-558960,DOC-223493,Doctor,DEP-010,2025-03-20,Night,10.0
SHF-558969,NUR-167071,Nurse,DEP-013,2023-11-20,Morning,12.0
SHF-558984,NUR-158825,Nurse,DEP-010,2024-08-03,Morning,12.0
SHF-559031,NUR-321640,Nurse,DEP-012,2023-03-14,Morning,8.0
SHF-559089,EMP-556248,Employee,DEP-002,2025-11-06,Morning,12.0
SHF-559107,NUR-636090,Nurse,DEP-002,2026-07-13,Night,10.0
SHF-559153,NUR-221750,Nurse,DEP-006,2024-08-12,Afternoon,8.0
SHF-559225,EMP-413258,Employee,DEP-009,2023-07-15,Night,10.0
SHF-559239,DOC-425646,Doctor,DEP-019,2023-11-16,Night,12.0
SHF-559489,NUR-280557,Nurse,DEP-015,2026-02-03,Night,10.0
SHF-559521,DOC-244017,Doctor,DEP-007,2024-06-28,Night,12.0
SHF-559555,NUR-968257,Nurse,DEP-015,2023-12-22,Afternoon,8.0
SHF-559649,DOC-951576,Doctor,DEP-009,2025-08-24,Afternoon,12.0
SHF-559704,NUR-210006,Nurse,DEP-014,2025-05-04,Night,10.0
SHF-559752,NUR-294174,Nurse,DEP-009,2026-05-19,Morning,12.0
SHF-559825,EMP-810651,Employee,DEP-020,2023-03-15,Morning,10.0
SHF-559831,EMP-786397,Employee,DEP-009,2023-12-05,Afternoon,8.0
SHF-559845,EMP-173570,Employee,DEP-003,2024-12-28,Afternoon,10.0
SHF-559915,NUR-125359,Nurse,DEP-013,2024-11-20,Night,8.0
SHF-559917,EMP-252188,Employee,DEP-017,2023-11-24,Morning,8.0
SHF-560006,NUR-452589,Nurse,DEP-020,2025-09-05,Morning,12.0
SHF-560016,EMP-334689,Employee,DEP-013,2026-03-09,Morning,10.0
SHF-560017,EMP-955986,Employee,DEP-014,2023-05-30,Morning,8.0
SHF-560083,DOC-957227,Doctor,DEP-007,2023-01-08,Night,12.0
SHF-560087,EMP-898131,Employee,DEP-017,2023-01-14,Morning,10.0
SHF-560112,NUR-361010,Nurse,DEP-016,2026-03-29,Night,12.0
SHF-560114,NUR-415925,Nurse,DEP-017,2023-04-15,Afternoon,12.0
SHF-560132,NUR-941486,Nurse,DEP-003,2024-01-19,Night,12.0
SHF-560144,NUR-472868,Nurse,DEP-007,2023-03-07,Morning,8.0
SHF-560223,EMP-258416,Employee,DEP-012,2024-11-23,Afternoon,10.0
SHF-560316,NUR-638435,Nurse,DEP-012,2026-02-10,Night,10.0
SHF-560344,NUR-111485,Nurse,DEP-008,2026-05-03,Night,10.0
SHF-560450,NUR-167455,Nurse,DEP-003,2025-08-19,Night,12.0
SHF-560457,NUR-998893,Nurse,DEP-010,2024-11-23,Afternoon,8.0
SHF-560468,EMP-347339,Employee,DEP-003,2025-07-16,Morning,12.0
SHF-560476,NUR-790842,Nurse,DEP-012,2026-06-21,Afternoon,10.0
SHF-560483,NUR-858932,Nurse,DEP-002,2023-01-25,Afternoon,10.0
SHF-560531,DOC-935545,Doctor,DEP-006,2025-09-17,Morning,12.0
SHF-560591,EMP-731973,Employee,DEP-013,2024-07-12,Morning,12.0
SHF-560620,NUR-702044,Nurse,DEP-013,2023-11-16,Night,10.0
SHF-560626,NUR-784316,Nurse,DEP-015,2023-07-18,Afternoon,10.0
SHF-560749,NUR-309338,Nurse,DEP-005,2025-11-30,Morning,10.0
SHF-560760,NUR-320454,Nurse,DEP-014,2025-06-22,Night,12.0
SHF-560816,NUR-788155,Nurse,DEP-008,2023-09-18,Morning,12.0
SHF-560826,NUR-853260,Nurse,DEP-016,2025-11-10,Night,10.0
SHF-560866,NUR-857489,Nurse,DEP-013,2023-09-11,Night,10.0
SHF-560994,NUR-802169,Nurse,DEP-016,2023-12-07,Morning,12.0
SHF-561053,EMP-255255,Employee,DEP-004,2023-07-28,Afternoon,8.0
SHF-561072,EMP-823644,Employee,DEP-006,2023-09-08,Night,12.0
SHF-561122,EMP-416025,Employee,DEP-016,2025-10-01,Night,12.0
SHF-561213,NUR-162294,Nurse,DEP-020,2023-12-05,Afternoon,10.0
SHF-561235,EMP-224944,Employee,DEP-010,2024-03-15,Afternoon,12.0
SHF-561352,DOC-653993,Doctor,DEP-008,2023-04-20,Night,12.0
SHF-561364,NUR-713411,Nurse,DEP-002,2025-02-28,Afternoon,8.0
SHF-561385,EMP-347219,Employee,DEP-020,2026-05-30,Night,10.0
SHF-561473,NUR-756841,Nurse,DEP-002,2023-04-11,Night,8.0
SHF-561565,NUR-770635,Nurse,DEP-004,2024-08-06,Afternoon,10.0
SHF-561607,EMP-374174,Employee,DEP-006,2024-08-22,Afternoon,8.0
SHF-561665,EMP-786109,Employee,DEP-017,2025-10-25,Morning,8.0
SHF-561676,NUR-330010,Nurse,DEP-004,2023-07-27,Morning,10.0
SHF-561717,DOC-779262,Doctor,DEP-015,2023-07-18,Afternoon,8.0
SHF-561718,EMP-285278,Employee,DEP-005,2024-06-19,Night,12.0
SHF-561727,EMP-463071,Employee,DEP-020,2024-05-25,Morning,12.0
SHF-561870,NUR-698314,Nurse,DEP-013,2025-07-02,Afternoon,8.0
SHF-561973,NUR-577565,Nurse,DEP-005,2025-01-21,Morning,12.0
SHF-561989,NUR-232061,Nurse,DEP-013,2024-05-23,Night,12.0
SHF-561990,NUR-593378,Nurse,DEP-007,2026-04-25,Morning,12.0
SHF-562021,EMP-665837,Employee,DEP-013,2024-06-23,Morning,12.0
SHF-562071,NUR-480074,Nurse,DEP-007,2026-04-25,Afternoon,8.0
SHF-562129,EMP-861728,Employee,DEP-006,2024-12-18,Night,10.0
SHF-562209,EMP-675933,Employee,DEP-014,2025-11-29,Morning,12.0
SHF-562244,EMP-677266,Employee,DEP-006,2026-03-29,Afternoon,10.0
SHF-562267,DOC-173667,Doctor,DEP-006,2023-08-09,Morning,8.0
SHF-562314,NUR-322443,Nurse,DEP-002,2025-01-02,Night,12.0
SHF-562356,EMP-852414,Employee,DEP-013,2025-09-17,Morning,10.0
SHF-562428,NUR-767827,Nurse,DEP-016,2025-11-02,Night,8.0
SHF-562496,DOC-570953,Doctor,DEP-012,2023-04-15,Morning,10.0
SHF-562581,EMP-937723,Employee,DEP-004,2025-08-20,Morning,8.0
SHF-562586,DOC-218549,Doctor,DEP-020,2023-11-19,Afternoon,10.0
SHF-562697,NUR-621680,Nurse,DEP-003,2024-05-28,Night,10.0
SHF-562714,EMP-905344,Employee,DEP-017,2024-12-15,Afternoon,10.0
SHF-562756,DOC-621820,Doctor,DEP-008,2023-10-31,Morning,12.0
SHF-562776,NUR-770635,Nurse,DEP-006,2024-02-06,Morning,12.0
SHF-562796,EMP-557951,Employee,DEP-007,2026-08-05,Night,8.0
SHF-562806,NUR-702044,Nurse,DEP-008,2026-08-05,Morning,8.0
SHF-562896,EMP-255096,Employee,DEP-017,2023-04-23,Afternoon,8.0
SHF-562928,NUR-665421,Nurse,DEP-003,2023-03-18,Morning,12.0
SHF-562939,NUR-143575,Nurse,DEP-012,2024-09-10,Night,10.0
SHF-562980,NUR-602076,Nurse,DEP-014,2023-08-05,Night,8.0
SHF-563016,NUR-859156,Nurse,DEP-005,2024-02-18,Afternoon,8.0
SHF-563101,DOC-566845,Doctor,DEP-019,2023-06-18,Morning,12.0
SHF-563119,NUR-849904,Nurse,DEP-010,2024-07-22,Night,8.0
SHF-563240,NUR-634330,Nurse,DEP-011,2026-05-15,Night,10.0
SHF-563256,NUR-747813,Nurse,DEP-015,2023-02-12,Night,8.0
SHF-563277,EMP-679444,Employee,DEP-008,2024-10-12,Morning,12.0
SHF-563311,EMP-878134,Employee,DEP-009,2023-08-03,Night,10.0
SHF-563388,NUR-909918,Nurse,DEP-020,2026-07-02,Morning,10.0
SHF-563446,EMP-461293,Employee,DEP-020,2023-06-23,Night,10.0
SHF-563518,NUR-221750,Nurse,DEP-008,2025-09-27,Afternoon,10.0
SHF-563565,NUR-236534,Nurse,DEP-019,2025-03-04,Morning,12.0
SHF-563615,EMP-438755,Employee,DEP-020,2025-01-05,Night,10.0
SHF-563687,NUR-663994,Nurse,DEP-010,2025-09-12,Afternoon,12.0
SHF-563688,DOC-930520,Doctor,DEP-002,2023-03-24,Morning,8.0
SHF-563723,DOC-800951,Doctor,DEP-012,2024-01-06,Night,12.0
SHF-563795,NUR-933568,Nurse,DEP-009,2024-11-19,Morning,12.0
SHF-563815,NUR-558914,Nurse,DEP-011,2024-02-05,Afternoon,10.0
SHF-563890,DOC-804302,Doctor,DEP-020,2024-12-02,Morning,8.0
SHF-563943,EMP-483016,Employee,DEP-011,2024-09-10,Night,10.0
SHF-563944,DOC-694822,Doctor,DEP-008,2023-05-24,Morning,12.0
SHF-563958,NUR-714421,Nurse,DEP-003,2025-10-01,Night,8.0
SHF-563971,NUR-398519,Nurse,DEP-005,2025-10-26,Night,10.0
SHF-564010,DOC-519506,Doctor,DEP-005,2024-06-03,Morning,12.0
SHF-564021,NUR-412603,Nurse,DEP-019,2023-12-10,Morning,10.0
SHF-564026,NUR-355410,Nurse,DEP-014,2024-02-02,Morning,12.0
SHF-564027,EMP-968328,Employee,DEP-014,2026-04-14,Afternoon,10.0
SHF-564139,NUR-561315,Nurse,DEP-012,2025-08-19,Morning,12.0
SHF-564174,NUR-675679,Nurse,DEP-008,2024-09-11,Night,8.0
SHF-564200,EMP-405300,Employee,DEP-010,2024-09-16,Night,12.0
SHF-564232,EMP-923443,Employee,DEP-009,2025-02-05,Morning,10.0
SHF-564242,EMP-439750,Employee,DEP-001,2023-11-18,Night,10.0
SHF-564336,EMP-552092,Employee,DEP-009,2023-10-19,Afternoon,8.0
SHF-564379,DOC-622347,Doctor,DEP-018,2025-03-20,Night,12.0
SHF-564718,DOC-810018,Doctor,DEP-013,2023-01-11,Afternoon,10.0
SHF-564732,NUR-767328,Nurse,DEP-007,2025-11-27,Night,10.0
SHF-564807,NUR-239347,Nurse,DEP-001,2025-02-23,Morning,8.0
SHF-564812,NUR-452575,Nurse,DEP-014,2024-05-14,Night,8.0
SHF-564836,DOC-244017,Doctor,DEP-007,2025-12-08,Morning,8.0
SHF-564847,EMP-562214,Employee,DEP-008,2023-05-29,Morning,8.0
SHF-564848,EMP-359800,Employee,DEP-011,2023-10-25,Afternoon,8.0
SHF-564872,EMP-843170,Employee,DEP-017,2024-08-01,Morning,12.0
SHF-564964,NUR-588050,Nurse,DEP-002,2026-06-17,Night,12.0
SHF-565002,DOC-456403,Doctor,DEP-019,2024-06-18,Afternoon,12.0
SHF-565042,EMP-870381,Employee,DEP-012,2025-08-27,Afternoon,10.0
SHF-565083,NUR-831690,Nurse,DEP-007,2026-03-23,Night,12.0
SHF-565117,NUR-351532,Nurse,DEP-011,2026-02-04,Night,12.0
SHF-565119,DOC-597795,Doctor,DEP-018,2024-06-15,Morning,10.0
SHF-565180,EMP-347827,Employee,DEP-008,2026-03-02,Morning,8.0
SHF-565182,NUR-771998,Nurse,DEP-015,2026-05-28,Morning,12.0
SHF-565271,NUR-731222,Nurse,DEP-009,2023-01-17,Night,12.0
SHF-565314,DOC-855643,Doctor,DEP-007,2025-09-10,Morning,10.0
SHF-565453,DOC-252774,Doctor,DEP-015,2025-11-17,Afternoon,8.0
SHF-565567,NUR-320454,Nurse,DEP-016,2024-12-27,Morning,10.0
SHF-565577,NUR-398519,Nurse,DEP-011,2024-08-24,Afternoon,12.0
SHF-565598,NUR-236534,Nurse,DEP-019,2025-03-30,Night,12.0
SHF-565749,NUR-234632,Nurse,DEP-020,2024-08-22,Afternoon,10.0
SHF-565763,NUR-976857,Nurse,DEP-019,2024-03-11,Afternoon,10.0
SHF-565852,NUR-574003,Nurse,DEP-014,2024-10-01,Morning,8.0
SHF-565872,NUR-829990,Nurse,DEP-001,2026-07-25,Afternoon,8.0
SHF-566083,EMP-227386,Employee,DEP-018,2024-12-08,Night,10.0
SHF-566114,NUR-810032,Nurse,DEP-013,2025-09-19,Night,12.0
SHF-566119,NUR-332010,Nurse,DEP-012,2025-11-06,Night,8.0
SHF-566176,DOC-609792,Doctor,DEP-016,2025-08-18,Night,10.0
SHF-566192,DOC-613533,Doctor,DEP-006,2026-05-19,Afternoon,8.0
SHF-566359,EMP-905344,Employee,DEP-001,2023-05-30,Afternoon,8.0
SHF-566414,EMP-663342,Employee,DEP-017,2023-05-20,Morning,10.0
SHF-566431,NUR-747185,Nurse,DEP-002,2023-10-05,Morning,12.0
